path,ref,hyp,label,wer_percentage
31583548,বরং স্নেইপ  হ্যারিকে রক্ষার চেষ্টা করেছিল।,বরং স্নেইপ ফেরে কে রক্ষার চেষ্টা করেছিল।,"['C', 'C', 'I', 'S', 'C', 'C', 'C']",28
31509952, তাস্বত্ত্বেও কর্তৃপক্ষ তাদের সিদ্ধান্তে অটল থাকে।,তা সত্ত্বেও কর্তৃপক্ষ তাদের সিদ্ধান্তে অটল থাকে।,"['I', 'S', 'C', 'C', 'C', 'C', 'C']",28
31612976,তিনি প্রথমবারের মতো সংসদ সদস্য নির্বাচিত হয়েছেন।,তিনি প্রথমবারের মত সংসার সদস্য নির্বাচিত হয়েছেন।,"['C', 'C', 'S', 'S', 'C', 'C', 'C']",28
31592852,প্রথম কোচ মালসাওমা-র অধীনে তিনি বাঁশ এবং জলের পাইপ দিয়ে  ভারোত্তোলন শুরু করেন।,প্রথম কোচ মালসাওমার অধীনে তিনি বাঁশ এবং জলের পায়ের দিয়ে ভারত দোলন শুরু করেন।,"['C', 'C', 'S', 'C', 'C', 'C', 'C', 'C', 'S', 'C', 'I', 'S', 'C', 'C']",28
31653871,"কিন্তু, যুগের দৈর্ঘ্যের বিষয়ে তাদের আপত্তি রয়েছে।",কিন্তু যুগের দৈর্ঘের বিষয়ে তাদের আপত্তি রয়েছে।,"['S', 'C', 'S', 'C', 'C', 'C', 'C']",28
31559876,"এই তিনটি গ্যালারি বাভারিয়া প্রদেশের  চিত্মর সংগ্রহশালার অন্তর্ভুক্ত, যেটি বাভারিয়া রাজ্যের একটি সংগঠন।",এই তিনটি গ্যালারি বাভারিয়া প্রদেশের চিত্র কর্ম সংগ্রহশালার  অন্তর্ভুক্তযেটি বাভারিয়া রাজ্যের একটি সংগঠন।,"['C', 'C', 'C', 'C', 'C', 'I', 'S', 'C', 'D', 'S', 'C', 'C', 'C', 'C']",28
31562129,এটি বর্তমানে দ্য ফুটবল অ্যাসোসিয়েশনের অধিভুক্ত রয়েছে।,এটি বর্তমানে দা ফুটবল অ্যাসোসিয়েশনের অন্তর্ভুক্ত রয়েছে।,"['C', 'C', 'S', 'C', 'C', 'S', 'C']",28
31570692,বায়োমেট্রিক নামে পত্রিকা প্রকাশ ও সম্পাদনা করেন।, বায়োমেট্রিক্রামে পত্রিকা প্রকাশ ও সম্পাদনা করেন।,"['D', 'S', 'C', 'C', 'C', 'C', 'C']",28
31652488,তার বাবা ছিলেন একজন স্বনামধন্য  ম্যাজিস্ট্রেট।,তার বাবা ছিলেন একজন স্বনামধন্য মেল স্টেট।,"['C', 'C', 'C', 'C', 'C', 'I', 'S']",28
31513956,"চলচ্চিত্রটিতে আরো ছিলেন রাকেশ রোশন, ইফতেখার, অরুণা ইরানি এবং দেব কুমার।","চলচ্চিত্রটিতে আরো ছিলেন রাকেশ  শন, ক্যাকারপরুনা ইরানি এবং দেব কুমার।","['C', 'C', 'C', 'C', 'D', 'S', 'S', 'C', 'C', 'C', 'C']",27
31547255,ভারতের প্রাচীন ইতিহাস এবং কিংবদন্তি সম্পর্কে ও তিনি গভীর জ্ঞান রাখতেন।,ভারতের প্রাচীন ইতিহাস এবং কিংবদন্তি  সম্পর্কেও তিনি গভীর গান রাখতেন।,"['C', 'C', 'C', 'C', 'C', 'D', 'S', 'C', 'C', 'S', 'C']",27
31622086,খ্রি-মা-লোদ-খলর-স্তেং এই দ্বন্দ্বে নিজের পক্ষে তিব্বতের বেশিরভাগ গোষ্ঠীর সমর্থন লাভ করেন।,খিমালউৎখংস্থেং এই দ্বন্দের নিজেদের পক্ষে তিব্বতের বেশিরভাগ গোষ্ঠীর সমর্থন লাভ করেন।,"['S', 'C', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",27
31524455,তিনি ইংরেজি ভাষা ও সাহিত্যের অধ্যাপক হিসেবে কাজ করেছেন অক্সফোর্ড কলেজে।,"তিনি ইংরেজি  বাসন সাহিত্যের অধ্যাপক হিসেবে কাজ করেছেন, অক্সফোর্ড কলেজে।","['C', 'C', 'D', 'S', 'C', 'C', 'C', 'C', 'S', 'C', 'C']",27
31528137,"এর সাথে, মালয়েশিয়ার অনেক বাণিজ্যিক প্রতিষ্ঠান, তাজিকিস্তানে বাণিজ্যের সুযোগ লাভে আগ্রহী।",এর সাথে মালির অনেক বাণিজ্যিক প্রতিষ্ঠান তাজিকিস্তানে বাণিজ্যের সুযোগ লাভে আগ্রহী।,"['C', 'S', 'S', 'C', 'C', 'S', 'C', 'C', 'C', 'C', 'C']",27
31640845,"তার বাবা মেহের আলী মিঞা ছিলেন একজন  আইনজীবী, তৎকালীন ময়মনসিংহের লোকাল বোর্ডের চেয়ারম্যান এবং জেলা বোর্ডের সদস্য।",তার বাবা মেহের আলী মিয়া ছিলেন একজন আইনজীবী ও ততদিন ময়মনসিংহের লোকাল বোর্ডের চেয়ারম্যান ও জেলা বোর্ডের সদস্য।,"['C', 'C', 'C', 'C', 'S', 'C', 'C', 'I', 'S', 'S', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C']",27
31548334,উত্তর-পূর্ব ভারতের কেবলমাত্র অরুণাচল প্রদেশ ব্যতীত সকল রাজ্যের তারা ছড়িয়ে রয়েছে।,উত্তরপূর্ব ভারতের কেবলমাত্র অরুণাচল প্রদেশ ব্যথিত সকল রাজ্যের তারা ছড়ি রয়েছে।,"['S', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C', 'S', 'C']",27
31514476,মেড ইন বাংলাদেশ-এর ফরাসি পরিবেশক ও আন্তর্জাতিক বিক্রয় প্রতিনিধি পিরামিড ফিল্মস।, মেয়েডিন বাংলাদেশের ফরাসি পরিবেশক ও আন্তর্জাতিক বিক্রয় প্রতিনিধি পিরামিড ফিল্মস।,"['D', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'C', 'C', 'C']",27
31571403,এই পরিকল্পনার জন্য তিনি রামোন   ম্যাগসেসে পুরস্কার লাভ করেন এবং  মিশিগান স্টেট ইউনিভার্সিটি তাকে সম্মানসূচক 'ডক্টরাল' ডিগ্রী প্রদান করে।,এই পরিকল্পনার জন্য তিনি রামোন ম্যাক্স এস এ পুরস্কার লাভ করেন এবং মেসি গান স্টেট ইউনিভার্সিটি তাকে সম্মানসূচক ডক্টরাল ডিগ্রী প্রদান করে।,"['C', 'C', 'C', 'C', 'C', 'I', 'I', 'S', 'C', 'C', 'C', 'C', 'I', 'S', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C']",27
31535473,কোনো অজুহাতেই ঊর্ধ্বতন মালিক পক্ষ তাদের খাজনা বৃদ্ধি করতে পারত না।,কোনো অজুহাতে উদ্যত মালিক পক্ষ তাদের খাজনা বিধি করতে পারত না।,"['C', 'S', 'S', 'C', 'C', 'C', 'C', 'S', 'C', 'C', 'C']",27
31629029,"সিলভার ও কপার মিন্ট থেকে ব্রোঞ্জ, রৌপ্য ও স্বর্ণমুদ্রা উৎপাদিত হত।",সিলভার ও কপার মিন্ট থেকে ব্রোঞ্জ রূপ ও সন্যমুদ্রা উৎপাদিত হত।,"['C', 'C', 'C', 'C', 'C', 'S', 'S', 'C', 'S', 'C', 'C']",27
31536309,"তার পিতা, একজন সুপরিচিত মালালীয় শাস্ত্রীয় সংগীতশিল্পী এবং মঞ্চ অভিনেতা ছিলেন।",তার পিতা একজন সুপরিচিত মালিলীয় শাস্ত্রীয় সঙ্গীতশিল্পী এবং মঞ্চ অভিনেতা ছিলেন।,"['C', 'S', 'C', 'C', 'S', 'C', 'S', 'C', 'C', 'C', 'C']",27
31610887,ফলটি একটি ছোট তিন-পার্শ্বযুক্ত বাদাম যা তিনটি কাগজের অংশ দ্বারা বেষ্টিত।,"ফলটি একটি ছোট তিনপার্শ্বযুক্ত বাদাম, যা তিনটি কাগজের অংশ দ্বারা বিষ্ঠৃত।","['C', 'C', 'C', 'S', 'S', 'C', 'C', 'C', 'C', 'C', 'S']",27
